sig_z,longitude_mm,latitude_mm,risk_encoded
-0.23733297128390157,0.5887913434054717,0.21887068850712482,1
0.5951030922858919,0.5822376480195999,0.21939006525502736,2
0.8103882811401488,0.5788995508370762,0.21930572202246196,2
-0.6391986571451812,0.5898785218456508,0.2197629511253163,1
0.5807507463622748,0.5758728052266227,0.22287033337772455,2
0.5807507463622748,0.57264699877501,0.22206241399209842,2
-0.43826581421454136,0.5765159248672926,0.23122031340169574,1
1.0256734699944057,0.5791598611678239,0.20526923247658369,2
1.0256734699944057,0.5810739077174354,0.20659208949260888,2
-0.6391986571451812,0.556717027358105,0.21709060238824524,0
-0.6391986571451812,0.5644650877909356,0.20873174412926715,1
0.3654655575080178,0.5761382196815026,0.21888400585963513,1
0.5807507463622748,0.5735759493670889,0.21864429351444936,2
0.3654655575080178,0.5671447529603917,0.21632263506015004,0
0.5807507463622748,0.5901184156798696,0.21930572202246196,2
0.3654655575080178,0.5769191506737448,0.21493319128157323,1
0.3654655575080178,0.5778634136382195,0.217037332978204,1
-0.43826581421454136,0.5750612494895879,0.22865450348470723,1
-0.23733297128390157,0.5830236831359734,0.22274603808762822,1
-0.23733297128390157,0.5911188240097998,0.21362365161805835,1
1.040025815918023,0.5567476521028993,0.21000577085275451,1
0.8103882811401488,0.5611065741118821,0.2102366049629334,2
-0.6391986571451812,0.555941200489996,0.21076929906334624,0
1.0256734699944057,0.5628215598203354,0.2123762595995916,1
1.0256734699944057,0.5693191098407508,0.21409863719092648,2
1.2553110047722797,0.5636484279297669,0.20361344164780043,1
1.2553110047722797,0.5660728868926093,0.20576197451946554,2
-0.6391986571451812,0.5620304205798288,0.2153016380343588,0
-0.8257791541522038,0.5619538587178443,0.20830114973143338,0
0.5807507463622748,0.5689311964066963,0.21531495538686912,1
0.5807507463622748,0.5704062882809309,0.21192790873174416,2
-0.23733297128390157,0.5567986933442217,0.21245172459715012,0
-0.23733297128390157,0.5568140057166193,0.21497314333910422,0
-0.6391986571451812,0.5573907717435684,0.20075464997558484,0
0.3654655575080178,0.5646386280114335,0.20800372885870294,1
0.5951030922858919,0.5663485095957528,0.20781284680605494,2
-0.43826581421454136,0.5830594120049,0.2124827984196742,1
-0.43826581421454136,0.5856676194365047,0.19991565676743467,1
1.2553110047722797,0.5615557370355253,0.20411062280818576,1
1.2553110047722797,0.5642098815843202,0.20782172504106183,2
0.164532714577378,0.5711310739077176,0.2110622808185733,1
0.164532714577378,0.5722795018374844,0.21073822524082214,1
-0.6391986571451812,0.5715649244589631,0.21441381453367075,1
0.5807507463622748,0.5585085749285419,0.19979136147733834,1
0.5807507463622748,0.5611576153532054,0.19970257912726952,2
0.5807507463622748,0.5685790118415674,0.21187020020419944,2
